1933100000100,arw_back,43.41641639407164,-95.79226171201425,42.63935268267375,-97.01246178155037,44.18306522368058,-94.5391264384417,263.37822171215544,33.210674531130834,3482.7602712933403,27.20828003401742,29.609065476965746
1933100000100,hrrr_back,43.940824927280964,-121.74763657769657,44.676767333209526,-123.87197736600656,42.965285744497834,-119.36038602246215,408.8521220128087,115.54519088688133,16960.601552315606,21.165387790862443,23.436035580042617
1933100000200,namnest,41.762720478778405,-96.98899785494334,41.29169710849854,-98.37479192068943,42.27088446525925,-95.51356387657752,261.01866657636117,75.97399563926932,4939.652332373653,27.266452751281083,29.291683547592783
1933100000200,arw_back,40.362347906496936,-122.79688998215329,39.50482977824583,-123.53371940372661,41.59797283850363,-122.10376577641995,262.2250252421759,80.49151686051589,4748.714821610588,24.84123499828408,30.569429836826366
1933100000300,namnest_back,42.54786673396755,-95.48211655380432,42.02016390797179,-96.92970645488036,43.17232911179208,-93.65410328647359,297.13167041133704,85.70110936800725,10423.127347548389,28.789050464026268,31.42633048222523
1933100000400,namnest_back,43.15913567730869,-94.89794123507508,42.659692191662614,-96.75231136971311,43.693563815345854,-93.09702374410466,317.8806509477083,80.13917593327001,6848.036275923108,29.56539004203488,31.748460542003663
1933100000400,nmmb,40.757157234233794,-118.12158106201484,39.894503215365106,-119.47001152941434,41.58382951754061,-116.911858292123,285.873469829856,79.15132007214109,7209.214599158169,24.857781009955936,27.481235783761033
1933100000600,hrrr_back,44.64293969933081,-92.24170946119447,43.41614547592662,-95.73438949815268,45.43732074276892,-89.55449517127575,539.561926049217,140.02722831815154,31872.324193329998,26.608461701152667,29.454078695088114
1933100000700,hrrr_back,45.09345354296797,-92.0018647078092,44.12051941765275,-94.51087106810779,45.867826744101635,-89.893814565066,411.68720672824026,90.90167712174774,18041.56141759226,27.505929455978293,29.732819701417682
1933100000800,arw_back,43.17531850132516,-115.00009486371363,44.03938646732157,-117.11416474402168,42.65151585013492,-113.30772594111798,344.27655884684333,100.46419371603038,11439.418536925115,20.48638243173267,24.125535170202056
