193302045,39.959007,-99.793396,39.40403,-101.41726,40.518314,-98.18002,302.42371094403825,61.823798365218536,6306.157847026424,25.124898099504883,27.484615384615385
193302200,40.866245,-98.53988,40.01016,-99.93595,41.972813,-96.70943,347.75153033655414,100.16344077087183,11120.408468409669,23.5635004201882,26.896954674220964
193302215,41.001877,-98.43476,40.037117,-99.93689,42.1072,-96.67158,357.5947968150174,102.06692050737439,13839.640241889443,23.45170110434595,26.219883040935674
193302215,40.75481,-122.695015,39.61452,-123.298164,41.921677,-122.19568,272.8211738286044,51.57128715367026,4230.116264889597,24.46621858876385,26.073051948051948
193302300,41.27108,-98.47426,40.044346,-99.549515,42.807594,-96.772995,384.65355611654616,119.83544878991866,13342.427513343137,24.074202064559927,26.91979725700656
193310045,44.121685,-96.384575,43.186195,-97.43265,45.20688,-95.263115,283.52545771510694,55.518588440857016,3250.6634212054337,23.984310443003366,26.277207392197127
193310130,45.239758,-94.272484,44.94749,-95.8402,45.58152,-92.37952,279.843419280035,34.85928040086574,3029.4268201777854,22.56534701905955,26.22800925925926
193310145,45.319115,-94.230415,44.9738,-95.80164,45.674644,-92.71728,253.39779074313017,34.85482091313028,3448.3952764960554,22.860678566538088,26.04949494949495
193310845,46.620094,-91.594475,46.285545,-93.36813,46.817577,-89.6991,286.70789440945725,64.84635784905139,5617.477697391735,25.276482102866275,27.874209860935526
193310915,46.73174,-91.701065,46.361965,-93.2469,46.95945,-89.83831,268.4525741603047,69.48290814356973,7729.471901017817,24.319807349837482,27.409227683049146
193310945,46.81498,-91.77153,46.434402,-93.00925,47.311447,-89.91332,254.71986486002285,55.73716632665487,6409.966173221765,25.19548877787092,28.094186046511627
193311000,46.866573,-91.72773,46.204254,-93.334755,47.61215,-90.03498,295.49813056251264,61.724283211007794,7012.712572502977,25.260034647895665,27.898612593383138
193311045,46.793274,-91.890656,46.2743,-93.02055,47.5718,-90.27739,253.38296482384845,75.96573569307638,6471.948671662175,25.563886256562203,27.85414364640884
193311100,46.82153,-91.9272,46.09984,-93.418755,47.696037,-90.1042,308.0543853423375,75.97042039808886,12336.545113390135,24.53068520576278,27.010091145833332
193311115,46.77462,-92.087494,46.097446,-93.34173,47.788242,-90.33151,295.8830756657074,77.62769201166648,9771.59632923978,25.968118846230954,28.059315286624205
193311130,46.669605,-92.13547,45.130768,-94.201904,47.82498,-90.52596,410.9769647364527,113.70349542051966,12163.392641176411,25.103869242139346,27.40269930947897
193311145,46.714977,-91.93662,45.02366,-94.20734,47.853516,-90.56249,420.64177721773495,114.09402175521656,11608.341560698133,24.815101439014914,26.993212669683256
193311215,47.01429,-91.43976,46.16753,-93.02807,47.743366,-90.49549,260.07306448984883,79.6916987222226,7270.86558194464,25.29294515456158,27.649795501022496
193321300,39.19796,-97.08831,39.700245,-99.11878,38.700497,-95.77744,308.61198325894884,99.71254426301286,11215.749332608822,24.793147226980786,27.963894967177243
193321630,48.338978,-106.63256,47.64951,-108.04065,49.00783,-105.27327,254.27436717037156,68.88762549727663,6393.22205075358,15.554403053987706,19.793302540415706
193321715,48.502464,-106.979294,48.147346,-108.84857,48.809334,-105.49024,258.2346986162337,57.3211789822084,6447.678631101176,15.457454323878004,18.260650224215247
193330445,45.28296,-92.28878,45.516495,-93.60868,44.993813,-90.184784,274.21461682404055,50.981529650084845,3632.944444143238,20.304718093938703,22.547920433996385
193330530,45.14002,-91.4631,45.400105,-93.31032,44.943035,-89.77257,281.9216669207924,86.84649586131576,7193.178202841662,18.19015018279366,21.144411473788328
193330600,45.129284,-91.23573,45.46355,-92.80938,44.757423,-89.37767,280.49037407879,70.1245755519115,8652.933842109564,17.5266525960276,18.957052441229656
193330615,44.98071,-90.946205,45.73886,-93.01957,44.27667,-89.02311,353.70412554200806,100.16790092780812,8836.117326811825,17.713749071725722,19.982128673550438
193330645,44.831364,-90.16511,45.790997,-92.97751,44.150352,-88.362854,406.19464370728457,99.06276173860876,10454.751796302291,17.33099211869274,19.490683229813666
193330700,45.041264,-90.55982,45.363174,-92.28231,44.67737,-88.971085,271.1777650673767,39.75527085117506,4091.0540639856745,17.147234701895954,19.416666666666668
193330715,44.995934,-90.222565,45.59307,-92.685036,44.71312,-88.701096,327.3287533721741,63.68153677208173,7477.841809007757,16.779672804476785,19.58651911468813
193330730,44.918568,-89.81346,45.514236,-92.040474,44.601566,-88.2619,313.63013462935277,67.94385368892377,8866.297506141267,16.923053245461617,19.73380992430614
193330745,44.93852,-89.697105,45.515816,-92.07861,44.54467,-87.853745,349.0814272841123,63.69829771820013,8284.131984263613,16.74715139851645,19.474301172227232
193330930,44.57756,-88.30315,45.000145,-90.29813,44.159286,-86.7432,296.64336218980355,57.90972166741827,5142.487230960978,16.520618284994754,19.63762102351314
193330945,44.51881,-88.23578,44.926216,-90.420235,44.123188,-86.63614,312.9615151973347,76.04740552711736,6523.262300358723,15.67663181414479,18.843783209351752
193331000,44.48671,-88.164734,45.236317,-90.195526,43.873703,-86.56463,325.10966632101577,53.76917538481287,5772.792296157352,16.33242781930275,19.428657074340528
193331015,44.481255,-88.08991,44.998047,-90.260345,43.921295,-86.18117,345.12462156438784,70.90691531313392,7498.6678056397795,16.563017401406746,19.565280464216634
193340400,44.120274,-93.57878,43.776295,-94.827545,44.45633,-91.78969,254.00943313481102,79.31440575150837,4326.1928813408795,27.860691221448906,30.987407407407407
193340500,44.458054,-93.219986,44.30641,-94.50589,44.43378,-91.30217,255.02945037854371,81.05418090925161,6104.710723016479,25.310128730479555,27.753537735849058
